Record Length	2500	Points	-0.004996	-1		Record Length	2500	Points	-0.004996	0.184	
Sample Interval	4e-006	s	-0.004992	-1		Sample Interval	4e-006	s	-0.004992	0.184	
Trigger Point	1249.000084	Samples	-0.004988	-1		Trigger Point	1249.000084	Samples	-0.004988	0.176	
			-0.004984	-1					-0.004984	0.184	
			-0.00498	-1.2					-0.00498	0.184	
			-0.004976	-1.2					-0.004976	0.176	
Source	CH1		-0.004972	-1.2		Source	CH2		-0.004972	0.176	
Vertical Units	Volts		-0.004968	-1.2		Vertical Units	Volts		-0.004968	0.176	
Vertical Scale	5.00000007		-0.004964	-1.2		Vertical Scale	200.00000950E-3		-0.004964	0.176	
Vertical Offset	0		-0.00496	-1.2		Vertical Offset	0		-0.00496	0.176	
Horizontal Units	s		-0.004956	-1.2		Horizontal Units	s		-0.004956	0.168	
Horizontal Scale	1.000000E-3		-0.004952	-1.2		Horizontal Scale	1.000000E-3		-0.004952	0.168	
Pt Fmt	Y		-0.004948	-1.4		Pt Fmt	Y		-0.004948	0.168	
Yzero	320.00000000E-3		-0.004944	-1.4		Yzero	-40.00000000E-3		-0.004944	0.168	
Probe Atten	10.000000		-0.00494	-1.4		Probe Atten	10.000000		-0.00494	0.168	
			-0.004936	-1.4					-0.004936	0.16	
Note	TBS 1052B-EDU - 01:12:24 p.m.   08/03/2017		-0.004932	-1.4		Note	TBS 1052B-EDU - 01:12:24 p.m.   08/03/2017		-0.004932	0.168	
			-0.004928	-1.4					-0.004928	0.16	
			-0.004924	-1.6					-0.004924	0.16	
			-0.00492	-1.6					-0.00492	0.16	
			-0.004916	-1.6					-0.004916	0.152	
			-0.004912	-1.6					-0.004912	0.152	
			-0.004908	-1.6					-0.004908	0.152	
			-0.004904	-1.8					-0.004904	0.152	
			-0.0049	-1.6					-0.0049	0.152	
			-0.004896	-1.8					-0.004896	0.144	
			-0.004892	-1.8					-0.004892	0.152	
			-0.004888	-2					-0.004888	0.144	
