Record Length	2500	Points	-0.004996	0.24		Record Length	2500	Points	-0.004996	-0.0328	
Sample Interval	4e-006	s	-0.004992	0.24		Sample Interval	4e-006	s	-0.004992	-0.032	
Trigger Point	1249.000084	Samples	-0.004988	0.26		Trigger Point	1249.000084	Samples	-0.004988	-0.0312	
			-0.004984	0.26					-0.004984	-0.0328	
			-0.00498	0.28					-0.00498	-0.0312	
			-0.004976	0.28					-0.004976	-0.0312	
Source	CH1		-0.004972	0.3		Source	CH2		-0.004972	-0.0312	
Vertical Units	Volts		-0.004968	0.32		Vertical Units	Volts		-0.004968	-0.032	
Vertical Scale	499.999988824E-3		-0.004964	0.32		Vertical Scale	19.9999995E-3		-0.004964	-0.0288	
Vertical Offset	0		-0.00496	0.32		Vertical Offset	0		-0.00496	-0.0296	
Horizontal Units	s		-0.004956	0.34		Horizontal Units	s		-0.004956	-0.0296	
Horizontal Scale	1.000000E-3		-0.004952	0.34		Horizontal Scale	1.000000E-3		-0.004952	-0.0304	
Pt Fmt	Y		-0.004948	0.36		Pt Fmt	Y		-0.004948	-0.0288	
Yzero	320.00000000E-3		-0.004944	0.36		Yzero	-40.00000000E-3		-0.004944	-0.028	
Probe Atten	10.000000		-0.00494	0.38		Probe Atten	10.000000		-0.00494	-0.028	
			-0.004936	0.38					-0.004936	-0.028	
Note	TBS 1052B-EDU - 10:31:06 a.m.   08/03/2017		-0.004932	0.4		Note	TBS 1052B-EDU - 10:31:06 a.m.   08/03/2017		-0.004932	-0.0272	
			-0.004928	0.4					-0.004928	-0.0288	
			-0.004924	0.42					-0.004924	-0.028	
			-0.00492	0.44					-0.00492	-0.028	
			-0.004916	0.44					-0.004916	-0.028	
			-0.004912	0.44					-0.004912	-0.0272	
			-0.004908	0.46					-0.004908	-0.0264	
			-0.004904	0.48					-0.004904	-0.0256	
			-0.0049	0.48					-0.0049	-0.0256	
			-0.004896	0.5					-0.004896	-0.0248	
			-0.004892	0.5					-0.004892	-0.0256	
			-0.004888	0.5					-0.004888	-0.024	
			-0.004884	0.52					-0.004884	-0.0232	
			-0.00488	0.52					-0.00488	-0.0232	
			-0.004876	0.54					-0.004876	-0.0248	
			-0.004872	0.54					-0.004872	-0.0224	
			-0.004868	0.56					-0.004868	-0.0248	
			-0.004864	0.56					-0.004864	-0.0224	
			-0.00486	0.58					-0.00486	-0.0216	
			-0.004856	0.58					-0.004856	-0.0216	
			-0.004852	0.6					-0.004852	-0.0224	
			-0.004848	0.6					-0.004848	-0.0208	
			-0.004844	0.62					-0.004844	-0.02	
			-0.00484	0.62					-0.00484	-0.02	
			-0.004836	0.64					-0.004836	-0.0184	
			-0.004832	0.66					-0.004832	-0.0184	
			-0.004828	0.66					-0.004828	-0.0192	
			-0.004824	0.68					-0.004824	-0.0184	
			-0.00482	0.68					-0.00482	-0.0168	
			-0.004816	0.68					-0.004816	-0.0176	
			-0.004812	0.7					-0.004812	-0.016	
			-0.004808	0.72					-0.004808	-0.0168	
			-0.004804	0.72					-0.004804	-0.016	
			-0.0048	0.72					-0.0048	-0.016	
			-0.004796	0.74					-0.004796	-0.0136	
			-0.004792	0.74					-0.004792	-0.0144	
			-0.004788	0.76					-0.004788	-0.0144	
			-0.004784	0.76					-0.004784	-0.0144	
			-0.00478	0.78					-0.00478	-0.0128	
			-0.004776	0.78					-0.004776	-0.0152	
			-0.004772	0.8					-0.004772	-0.0144	
			-0.004768	0.8					-0.004768	-0.0128	
			-0.004764	0.82					-0.004764	-0.0128	
			-0.00476	0.82					-0.00476	-0.0128	
			-0.004756	0.84					-0.004756	-0.012	
			-0.004752	0.84					-0.004752	-0.012	
			-0.004748	0.86					-0.004748	-0.0112	
			-0.004744	0.86					-0.004744	-0.0096	
			-0.00474	0.88					-0.00474	-0.0112	
			-0.004736	0.88					-0.004736	-0.0088	
			-0.004732	0.9					-0.004732	-0.0104	
			-0.004728	0.9					-0.004728	-0.0088	
			-0.004724	0.92					-0.004724	-0.0088	
			-0.00472	0.92					-0.00472	-0.008	
			-0.004716	0.94					-0.004716	-0.008	
			-0.004712	0.94					-0.004712	-0.0072	
			-0.004708	0.96					-0.004708	-0.0064	
			-0.004704	0.96					-0.004704	-0.0064	
			-0.0047	0.98					-0.0047	-0.0064	
			-0.004696	0.98					-0.004696	-0.0056	
			-0.004692	1					-0.004692	-0.0048	
			-0.004688	1					-0.004688	-0.0056	
			-0.004684	1.02					-0.004684	-0.0056	
			-0.00468	1.02					-0.00468	-0.0032	
			-0.004676	1.04					-0.004676	-0.004	
			-0.004672	1.04					-0.004672	-0.004	
			-0.004668	1.06					-0.004668	-0.0016	
			-0.004664	1.06					-0.004664	-0.0016	
			-0.00466	1.08					-0.00466	-0.0016	
			-0.004656	1.08					-0.004656	-0.0016	
			-0.004652	1.1					-0.004652	-0.0016	
			-0.004648	1.1					-0.004648	0	
			-0.004644	1.1					-0.004644	0.0024	
			-0.00464	1.12					-0.00464	0.0008	
			-0.004636	1.12					-0.004636	0.0016	
			-0.004632	1.14					-0.004632	0.0024	
			-0.004628	1.14					-0.004628	0.0024	
			-0.004624	1.16					-0.004624	0.0016	
			-0.00462	1.16					-0.00462	0.0024	
			-0.004616	1.18					-0.004616	0.004	
			-0.004612	1.18					-0.004612	0.004	
			-0.004608	1.2					-0.004608	0.004	
			-0.004604	1.2					-0.004604	0.004	
			-0.0046	1.22					-0.0046	0.0064	
			-0.004596	1.22					-0.004596	0.0056	
			-0.004592	1.24					-0.004592	0.0072	
			-0.004588	1.26					-0.004588	0.0072	
			-0.004584	1.26					-0.004584	0.008	
			-0.00458	1.26					-0.00458	0.008	
			-0.004576	1.28					-0.004576	0.008	
			-0.004572	1.28					-0.004572	0.0104	
			-0.004568	1.28					-0.004568	0.0104	
			-0.004564	1.3					-0.004564	0.0088	
			-0.00456	1.3					-0.00456	0.0088	
			-0.004556	1.32					-0.004556	0.012	
			-0.004552	1.34					-0.004552	0.0112	
			-0.004548	1.34					-0.004548	0.012	
			-0.004544	1.36					-0.004544	0.0112	
			-0.00454	1.36					-0.00454	0.0128	
			-0.004536	1.36					-0.004536	0.0136	
			-0.004532	1.38					-0.004532	0.0136	
			-0.004528	1.4					-0.004528	0.0152	
			-0.004524	1.4					-0.004524	0.0152	
			-0.00452	1.4					-0.00452	0.0152	
			-0.004516	1.42					-0.004516	0.016	
			-0.004512	1.42					-0.004512	0.0152	
			-0.004508	1.44					-0.004508	0.0168	
			-0.004504	1.44					-0.004504	0.0176	
			-0.0045	1.46					-0.0045	0.0176	
			-0.004496	1.46					-0.004496	0.0192	
			-0.004492	1.46					-0.004492	0.0184	
			-0.004488	1.48					-0.004488	0.0192	
			-0.004484	1.5					-0.004484	0.0192	
			-0.00448	1.5					-0.00448	0.0216	
			-0.004476	1.5					-0.004476	0.0224	
			-0.004472	1.52					-0.004472	0.0208	
			-0.004468	1.54					-0.004468	0.0216	
			-0.004464	1.54					-0.004464	0.0224	
			-0.00446	1.54					-0.00446	0.0232	
			-0.004456	1.56					-0.004456	0.0248	
			-0.004452	1.56					-0.004452	0.0248	
			-0.004448	1.56					-0.004448	0.0256	
			-0.004444	1.56					-0.004444	0.0264	
			-0.00444	1.54					-0.00444	0.028	
			-0.004436	1.54					-0.004436	0.0272	
			-0.004432	1.52					-0.004432	0.0272	
			-0.004428	1.52					-0.004428	0.0272	
			-0.004424	1.5					-0.004424	0.0312	
			-0.00442	1.48					-0.00442	0.0272	
			-0.004416	1.48					-0.004416	0.0304	
			-0.004412	1.48					-0.004412	0.0296	
			-0.004408	1.46					-0.004408	0.0288	
			-0.004404	1.44					-0.004404	0.0312	
			-0.0044	1.44					-0.0044	0.0304	
			-0.004396	1.44					-0.004396	0.0312	
			-0.004392	1.42					-0.004392	0.032	
			-0.004388	1.42					-0.004388	0.032	
			-0.004384	1.4					-0.004384	0.0328	
			-0.00438	1.4					-0.00438	0.032	
			-0.004376	1.38					-0.004376	0.032	
			-0.004372	1.36					-0.004372	0.0352	
			-0.004368	1.36					-0.004368	0.0352	
			-0.004364	1.34					-0.004364	0.0344	
			-0.00436	1.32					-0.00436	0.0328	
			-0.004356	1.32					-0.004356	0.0344	
			-0.004352	1.32					-0.004352	0.036	
			-0.004348	1.3					-0.004348	0.0344	
			-0.004344	1.3					-0.004344	0.036	
			-0.00434	1.28					-0.00434	0.036	
			-0.004336	1.28					-0.004336	0.0376	
			-0.004332	1.26					-0.004332	0.0368	
			-0.004328	1.26					-0.004328	0.0392	
			-0.004324	1.24					-0.004324	0.0376	
			-0.00432	1.24					-0.00432	0.04	
